"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
1095057,1133885,345800,,0
1095058,1133886,345354,,0
1095059,1133887,345814,,0
1095060,1133888,345894,,1
1095061,1133892,344824,,0
1095062,1133892,344836,,0
1095063,1133893,345875,,0
1095064,1133898,345232,,0
1095065,1133899,345689,,0
1095066,1133900,345897,,0
1095067,1133903,345809,,0
1095068,1133905,345897,,1
1095069,1133906,345210,,0
1095070,1133906,345212,,0
1095071,1133906,345216,,0
1095072,1133907,345209,,0
1095073,1133907,345215,,0
1095074,1133908,345210,,0
1095075,1133908,345211,,0
1095076,1133908,345212,,0
1095077,1133908,345213,,0
1095078,1133908,345216,,0
1095079,1133908,345217,,0
1095080,1133909,345214,,0
1095081,1133909,345218,,0
1095082,1133911,345897,,1
1095083,1133913,345168,,0
1095084,1133914,345164,,0
1095085,1133915,345897,,1
1095086,1133917,345109,,0
1095087,1133917,345110,,0
1095088,1133918,345897,,1
1095089,1133920,344900,,0
1095090,1133924,345897,,1
1095091,1133927,345897,,1
1095092,1133929,345642,,0
1095093,1133930,345643,,0
1095094,1133931,345633,,0
1095095,1133931,345634,,0
1095096,1133931,345635,,0
1095097,1133931,345636,,0
1095098,1133931,345641,,0
1095099,1133932,345637,,0
1095100,1133932,345638,,0
1095101,1133932,345642,,0
1095102,1133933,345639,,0
1095103,1133933,345640,,0
1095104,1133933,345643,,0
1095105,1133934,345633,,0
1095106,1133934,345634,,0
1095107,1133934,345635,,0
1095108,1133934,345636,,0
1095109,1133934,345641,,0
1095110,1133935,345637,,0
1095111,1133935,345638,,0
1095112,1133935,345642,,0
1095113,1133936,345639,,1
1095114,1133936,345640,,1
1095115,1133936,345643,,1
1095116,1133937,345639,,0
1095117,1133937,345640,,0
1095118,1133937,345643,,0
1095119,1133938,345810,,0
1095120,1133939,345813,,0
1095121,1133940,345711,,1
1095122,1140762,345812,,0
1095123,1140765,345420,,0
1095124,1140766,345811,,0
1095125,1140767,345947,,0
1095126,1140772,345531,,0
1095127,1140774,345367,,0
1095128,1140786,345679,,0
1095129,1140787,345295,,0
1095130,1140789,345679,,1
1095131,1140790,345679,,1
1095132,1140791,345679,,1
1095133,1140792,345809,,0
1095134,1140796,345367,,0
1095135,1140797,345689,,1
1095136,1140799,345275,,0
1095137,1140799,345276,,0
1095138,1140800,345277,,0
1095139,1140800,345278,,0
1095140,1140800,345279,,0
1095141,1140800,345280,,0
1095142,1140801,345689,,1
1095143,1140805,345689,,1
1095144,1140807,345106,,0
1095145,1140807,345107,,0
1095146,1140807,345108,,0
1095147,1140808,345694,,0
1095148,1140809,345808,,0
1095149,1140812,345694,,1
1095150,1140813,345694,,1
1095151,1140814,345694,,1
1095152,1140815,345132,,0
1095153,1140815,345141,,0
1095154,1140816,345693,,0
1095155,1140818,345693,,1
1095156,1140820,345695,,0
1095157,1140822,345695,,1
1095158,1140824,345706,,0
1095159,1140825,345706,,1
1095160,1140826,345706,,1
1095161,1140827,345706,,1
1095162,1140828,345815,,0
1095163,1140829,345693,,1
1095164,1140830,345433,,0
1095165,1140832,345693,,1
1095166,1140835,345695,,1
1095167,1140836,345142,,0
1095168,1140840,345860,,0
1095169,1140841,345695,,1
1095170,1140842,345859,,0
1095171,1140847,345438,,0
1095172,1140848,345535,,0
1095173,1140849,345816,,0
1095174,1140850,345818,,0
1095175,1140851,345876,,0
1095176,1140852,345879,,0
1095177,1140853,345439,,0
1095178,1140855,345880,,0
1095179,1140856,345446,,0
1095180,1140858,345885,,0
1095181,1140859,345880,,0
1095182,1140864,345816,,0
1095183,1140865,345426,,0
1095184,1140866,345219,,0
1095185,1140866,345220,,0
1095186,1140867,345531,,0
1095187,1140868,345883,,0
1095188,1140870,345532,,0
1095189,1140871,345241,,0
1095190,1140871,345248,,0
1095191,1140872,345243,,0
1095192,1140872,345250,,0
1095193,1140874,345697,,0
1095194,1140875,345447,,0
1095195,1140876,345893,,0
1095196,1140881,345219,,0
1095197,1140881,345220,,0
1095198,1140882,345427,,0
1095199,1140884,345578,,0
1095200,1140885,345891,,0
1095201,1140888,345579,,0
1095202,1140890,345423,,0
1095203,1140891,345439,,0
1095204,1140892,345622,,0
1095205,1140893,345879,,0
1095206,1140894,345438,,0
1095207,1140895,345621,,0
1095208,1140896,345896,,0
1095209,1140898,345420,,0
1095210,1140899,345434,,0
1095211,1140900,345825,,0
1095212,1140901,345799,,0
1095213,1140901,345800,,0
1095214,1140902,345622,,0
1095215,1140903,345826,,0
1095216,1140904,345622,,0
1095217,1140905,345815,,0
1095218,1140906,345818,,0
1095219,1140908,345247,,0
1095220,1140911,345133,,0
1095221,1140911,345142,,0
1095222,1140912,345131,,0
1095223,1140912,345140,,0
1095224,1140913,345423,,0
1095225,1140914,345377,,0
1095226,1140914,345379,,0
1095227,1140914,345382,,0
1095228,1140915,345376,,0
1095229,1140915,345381,,0
1095230,1140916,345620,,0
1095231,1140918,345110,,0
1095232,1140921,345368,,0
1095233,1140921,345369,,0
1095234,1140922,345372,,0
1095235,1140922,345375,,0
1095236,1140923,345382,,0
1095237,1140927,345966,,0
1095238,1140928,345967,,0
1095239,1140929,345966,,1
1095240,1140930,345966,,1
1095241,1140931,345967,,1
1095242,1140932,345108,,0
1095243,1140933,345701,,0
1095244,1140934,345967,,1
1095245,1140935,345966,,1
1095246,1140936,345619,,0
1095247,1140937,345967,,1
1095248,1140938,345529,,0
1095249,1140939,345731,,0
1095250,1140939,345733,,0
1095251,1140940,345403,,0
1095252,1140941,345966,,1
1095253,1140942,345257,,0
1095254,1140942,345258,,0
1095255,1140942,345259,,0
1095256,1140943,344895,,0
1095257,1140943,344905,,0
1095258,1140944,345268,,0
1095259,1140944,345271,,0
1095260,1140945,345267,,0
1095261,1140945,345270,,0
1095262,1140946,345269,,0
1095263,1140946,345272,,0
1095264,1140947,345620,,0
1095265,1140948,345886,,0
1095266,1140949,345131,,0
1095267,1140949,345140,,0
1095268,1140950,345132,,0
1095269,1140950,345141,,0
1095270,1140951,345133,,0
1095271,1140951,345142,,0
1095272,1140952,345967,,1
1095273,1140953,345707,,0
1095274,1140954,345966,,1
1095275,1140956,345967,,1
1095276,1140957,345430,,0
1095277,1140958,345368,,0
1095278,1140958,345369,,0
1095279,1140960,345248,,0
1095280,1140961,345442,,0
1095281,1140962,345970,,0
1095282,1140963,345970,,1
1095283,1140964,345443,,0
1095284,1140965,345647,,0
1095285,1140966,345970,,1
1095286,1140967,345970,,1
1095287,1140968,345970,,1
1095288,1140969,345401,,0
1095289,1140970,345968,,0
1095290,1140971,345969,,0
1095291,1140972,345969,,1
1095292,1140973,345969,,1
1095293,1140974,345371,,0
1095294,1140974,345374,,0
1095295,1140975,345370,,0
1095296,1140975,345373,,0
1095297,1140976,345625,,0
1095298,1140977,345370,,0
1095299,1140977,345373,,0
1095300,1140978,345371,,0
1095301,1140978,345374,,0
1095302,1140979,345372,,0
1095303,1140979,345375,,0
1095304,1140982,345267,,0
1095305,1140982,345270,,0
1095306,1140983,345268,,0
1095307,1140983,345271,,0
1095308,1140984,345269,,0
1095309,1140984,345272,,0
1095310,1140985,345732,,0
1095311,1140985,345734,,0
1095312,1140986,345884,,0
1095313,1140987,345527,,0
1095314,1140988,345357,,0
1095315,1140989,345628,,0
1095316,1140990,345355,,0
1095317,1140991,345354,,0
1095318,1140992,345705,,0
1095319,1140993,345619,,0
1095320,1140994,345652,,0
1095321,1140997,344896,,0
1095322,1140997,344906,,0
1095323,1140999,344897,,0
1095324,1140999,344907,,0
1095325,1141000,344887,,0
1095326,1141000,344889,,0
1095327,1141000,344901,,0
1095328,1141001,345652,,0
1095329,1141002,345960,,0
1095330,1141004,345653,,0
1095331,1141006,345980,,0
1095332,1141006,345981,,0
1095333,1141006,345982,,0
1095334,1141010,345971,,0
1095335,1141010,345972,,0
1095336,1141010,345973,,0
1095337,1141010,345974,,0
1095338,1141010,345975,,0
1095339,1141012,345630,,0
1095340,1141013,345654,,0
1095341,1141014,345872,,0
1095342,1141014,345873,,0
1095343,1141014,345874,,0
1095344,1141015,345960,,0
1095345,1141016,345875,,0
1095346,1141016,345876,,0
1095347,1141016,345877,,0
1095348,1141016,345878,,0
1095349,1141017,345629,,0
1095350,1141018,345879,,0
1095351,1141018,345880,,0
1095352,1141018,345881,,0
1095353,1141018,345882,,0
1095354,1141020,345885,,0
1095355,1141020,345886,,0
1095356,1141021,345376,,0
1095357,1141021,345381,,0
1095358,1141022,345377,,0
1095359,1141022,345378,,0
1095360,1141022,345379,,0
1095361,1141022,345380,,0
1095362,1141022,345382,,0
1095363,1141022,345383,,0
1095364,1141023,345656,,0
1095365,1141024,345632,,0
1095366,1141025,345861,,0
1095367,1141025,345862,,0
1095368,1141025,345863,,0
1095369,1141025,345864,,0
1095370,1141025,345865,,0
1095371,1141025,345866,,0
1095372,1141025,345867,,0
1095373,1141027,345654,,0
1095374,1141028,345877,,0
1095375,1141029,345868,,0
1095376,1141029,345869,,0
1095377,1141029,345870,,0
1095378,1141030,345655,,0
1095379,1141031,345988,,0
1095380,1141031,345989,,0
1095381,1141032,345986,,0
1095382,1141032,345987,,0
1095383,1141034,345992,,0
1095384,1141034,345993,,0
1095385,1141034,345994,,0
1095386,1141034,345995,,0
1095387,1141035,345996,,0
1095388,1141035,345997,,0
1095389,1141035,345998,,0
1095390,1141035,345999,,0
1095391,1141035,346000,,0
1095392,1141035,346001,,0
1095393,1141035,346002,,0
1095394,1141035,346003,,0
1095395,1141036,345871,,0
1095396,1141037,345526,,0
1095397,1141039,346004,,0
1095398,1141039,346005,,0
1095399,1141040,346006,,0
1095400,1141040,346007,,0
1095401,1141041,345646,,0
1095402,1141042,346014,,0
1095403,1141042,346015,,0
1095404,1141042,346016,,0
1095405,1141042,346017,,0
1095406,1141042,346018,,0
1095407,1141042,346019,,0
1095408,1141042,346020,,0
1095409,1141042,346021,,0
1095410,1141042,346022,,0
1095411,1141042,346023,,0
1095412,1141042,346024,,0
1095413,1141042,346025,,0
1095414,1141042,346026,,0
1095415,1141042,346027,,0
1095416,1141042,346028,,0
1095417,1141043,344906,,0
1095418,1141044,346035,,0
1095419,1141044,346036,,0
1095420,1141045,345766,,0
1095421,1141046,345870,,0
1095422,1141047,345655,,0
1095423,1141049,345897,,0
1095424,1141054,345878,,0
1095425,1141055,344891,,0
1095426,1141057,345484,,0
1095427,1141058,345109,,0
1095428,1141058,345110,,0
1095429,1141059,345485,,0
1095430,1141060,345483,,0
1095431,1141061,345653,,0
1095432,1141062,345487,,0
1095433,1141063,345886,,0
1095434,1141064,345657,,0
1095435,1141065,345656,,0
1095436,1141066,345785,,0
1095437,1141067,345662,,0
1095438,1141068,345106,,0
1095439,1141068,345107,,0
1095440,1141068,345108,,0
1095441,1141069,345881,,0
1095442,1141070,345621,,0
1095443,1141071,345657,,0
1095444,1141072,345814,,0
1095445,1141073,345806,,0
1095446,1141073,345807,,0
1095447,1141073,345814,,0
1095448,1141074,345872,,0
1095449,1141075,346031,,0
1095450,1141075,346032,,0
1095451,1141075,346033,,0
1095452,1141075,346034,,0
1095453,1141076,345958,,0
1095454,1141078,345776,,0
1095455,1141079,345264,,1
1095456,1141080,345665,,0
1095457,1141081,346037,,0
1095458,1141081,346038,,0
1095459,1141081,346039,,0
1095460,1141081,346040,,0
1095461,1141082,345365,,0
1095462,1141083,346049,,0
1095463,1141083,346050,,0
1095464,1141083,346051,,0
1095465,1141083,346052,,0
1095466,1141083,346053,,0
1095467,1141083,346054,,0
1095468,1141083,346055,,0
1095469,1141083,346056,,0
1095470,1141084,345895,,0
1095471,1141085,345295,,0
1095472,1141086,346041,,0
1095473,1141086,346042,,0
1095474,1141087,346043,,0
1095475,1141087,346044,,0
1095476,1141087,346045,,0
1095477,1141087,346046,,0
1095478,1141087,346047,,0
1095479,1141087,346048,,0
1095480,1141088,345619,,0
1095481,1141089,345665,,0
1095482,1141090,345435,,0
1095483,1141091,346059,,0
1095484,1141091,346060,,0
1095485,1141091,346061,,0
1095486,1141091,346062,,0
1095487,1141093,345526,,0
1095488,1141094,346071,,0
1095489,1141094,346072,,0
1095490,1141094,346073,,0
1095491,1141095,345242,,0
1095492,1141095,345249,,0
1095493,1141096,346063,,0
1095494,1141096,346064,,0
1095495,1141096,346065,,0
1095496,1141096,346066,,0
1095497,1141096,346067,,0
1095498,1141096,346068,,0
1095499,1141096,346069,,0
1095500,1141096,346070,,0
1095501,1141098,345959,,0
1095502,1141099,346077,,0
1095503,1141099,346078,,0
1095504,1141100,345666,,0
1095505,1141101,345264,,0
1095506,1141102,346074,,0
1095507,1141102,346075,,0
1095508,1141102,346076,,0
1095509,1141103,345662,,0
1095510,1141105,345165,,0
1095511,1141106,345669,,0
1095512,1141108,345421,,0
1095513,1141109,345670,,0
1095514,1141110,345718,,0
1095515,1141113,345671,,0
1095516,1141114,345439,,0
1095517,1141115,345525,,0
1095518,1141117,345966,,0
1095519,1141120,345438,,0
1095520,1141121,345420,,0
1095521,1141122,345728,,0
1095522,1141123,345365,,0
1095523,1141124,345427,,0
1095524,1141127,345686,,0
1095525,1141128,345967,,0
1095526,1141129,345878,,0
1095527,1141130,345366,,0
1095528,1141131,345670,,0
1095529,1141133,345970,,0
1095530,1141134,345482,,0
1095531,1141135,345481,,0
1095532,1141139,345687,,0
1095533,1141140,345625,,0
1095534,1141141,345781,,0
1095535,1141142,345098,,0
1095536,1141142,345099,,0
1095537,1141142,345100,,0
1095538,1141143,344790,,1
1095539,1141143,344792,,1
1095540,1141144,344789,,0
1095541,1141144,344790,,0
1095542,1141144,344791,,0
1095543,1141144,344792,,0
1095544,1141145,344746,,1
1095545,1141145,344749,,1
1095546,1141146,344746,,0
1095547,1141146,344747,,0
1095548,1141146,344748,,0
1095549,1141146,344749,,0
1095550,1141146,344750,,0
1095551,1141146,344751,,0
1095552,1141147,345255,,0
1095553,1141147,345256,,0
1095554,1141148,345255,,0
1095555,1141148,345256,,0
1095556,1141149,344914,,0
1095557,1141149,344915,,0
1095558,1141149,344918,,0
1095559,1141150,344916,,0
1095560,1141150,344917,,0
1095561,1141150,344919,,0
1095562,1141151,344914,,0
1095563,1141151,344915,,0
1095564,1141151,344916,,0
1095565,1141151,344917,,0
1095566,1141151,344918,,0
1095567,1141151,344919,,0
1095568,1141152,345849,,0
1095569,1141152,345850,,0
1095570,1141152,345851,,0
1095571,1141152,345852,,0
1095572,1141152,345853,,0
1095573,1141152,345854,,0
1095574,1141152,345855,,0
1095575,1141152,345856,,0
1095576,1141153,345121,,0
1095577,1141153,345122,,0
1095578,1141155,345337,,1
1095579,1141155,345341,,1
1095580,1141156,345337,,0
1095581,1141156,345338,,0
1095582,1141156,345339,,0
1095583,1141156,345340,,0
1095584,1141156,345341,,0
1095585,1141156,345342,,0
1095586,1141156,345343,,0
1095587,1141156,345344,,0
1095588,1141157,344769,,1
1095589,1141157,344770,,1
1095590,1141158,344769,,0
1095591,1141158,344770,,0
1095592,1141159,345735,,0
1095593,1141159,345736,,0
1095594,1141159,345737,,0
1095595,1141159,345738,,0
1095596,1141160,345367,,0
1095597,1141161,345209,,0
1095598,1141161,345210,,0
1095599,1141161,345211,,0
1095600,1141161,345212,,0
1095601,1141161,345213,,0
1095602,1141161,345214,,0
1095603,1141161,345215,,0
1095604,1141161,345216,,0
1095605,1141161,345217,,0
1095606,1141161,345218,,0
1095607,1141162,345320,,0
1095608,1141162,345321,,0
1095609,1141162,345322,,0
1095610,1141162,345323,,0
1095611,1141162,345324,,0
1095612,1141162,345325,,0
1095613,1141162,345326,,0
1095614,1141163,345123,,1
1095615,1141163,345124,,1
1095616,1141164,345123,,0
1095617,1141164,345124,,0
1095618,1141165,344726,,0
1095619,1141165,344727,,0
1095620,1141165,344728,,0
1095621,1141165,344729,,0
1095622,1141166,345275,,0
1095623,1141166,345276,,0
1095624,1141166,345277,,0
1095625,1141166,345278,,0
1095626,1141166,345279,,0
1095627,1141166,345280,,0
1095628,1141167,344855,,1
1095629,1141167,344856,,1
1095630,1141168,344855,,0
1095631,1141168,344856,,0
1095632,1141169,345829,,0
1095633,1141171,345147,,0
1095634,1141171,345148,,0
1095635,1141172,345147,,0
1095636,1141172,345148,,0
1095637,1141173,345221,,0
1095638,1141173,345222,,0
1095639,1141174,345688,,0
1095640,1141176,345650,,0
1095641,1141177,345366,,0
1095642,1141178,345830,,0
1095643,1141179,345829,,0
1095644,1141180,345427,,0
1095645,1141181,345175,,0
1095646,1141185,345170,,0
1095647,1141185,345177,,0
1095648,1141186,345447,,0
1095649,1141187,345524,,0
1095650,1141189,345831,,0
1095651,1141189,345832,,0
1095652,1141189,345833,,0
1095653,1141189,345834,,0
1095654,1141190,344716,,0
1095655,1141190,344717,,0
1095656,1141190,344718,,0
1095657,1141191,344716,,0
1095658,1141191,344717,,0
1095659,1141191,344718,,0
1095660,1141192,344704,,0
1095661,1141193,344704,,0
1095662,1141194,345582,,0
1095663,1141194,345583,,0
1095664,1141195,345698,,0
1095665,1141195,345699,,0
1095666,1141196,345643,,0
1095667,1141197,345786,,0
1095668,1141199,345480,,0
1095669,1141200,345479,,0
1095670,1141201,345762,,0
1095671,1141202,344726,,0
1095672,1141202,344728,,0
1095673,1141203,344727,,0
1095674,1141203,344729,,0
1095675,1141204,345780,,0
1095676,1141206,345718,,0
1095677,1141208,345760,,0
1095678,1141209,345244,,0
1095679,1141209,345251,,0
1095680,1141210,345968,,0
1095681,1141210,345969,,0
1095682,1141210,345970,,0
1095683,1141211,345892,,0
1095684,1141212,346093,,0
1095685,1141212,346094,,0
1095686,1141213,346095,,0
1095687,1141213,346096,,0
1095688,1141214,345706,,0
1095689,1141215,345828,,0
1095690,1141216,346127,,0
1095691,1141216,346128,,0
1095692,1141216,346129,,0
1095693,1141216,346130,,0
1095694,1141216,346131,,0
1095695,1141216,346132,,0
1095696,1141217,346143,,0
1095697,1141219,346145,,0
1095698,1141219,346150,,0
1095699,1141220,346146,,0
1095700,1141220,346147,,0
1095701,1141220,346148,,0
1095702,1141220,346151,,0
1095703,1141221,344899,,0
1095704,1141221,344909,,0
1095705,1141223,346079,,0
1095706,1141223,346080,,0
1095707,1141223,346081,,0
1095708,1141223,346082,,0
1095709,1141224,344898,,0
1095710,1141224,344908,,0
1095711,1141226,345622,,0
1095712,1141227,345958,,0
1095713,1141227,345959,,0
1095714,1141228,345622,,0
1095715,1141229,346084,,0
1095716,1141229,346085,,0
1095717,1141229,346086,,0
1095718,1141229,346087,,0
1095719,1141230,345861,,0
1095720,1141233,346088,,0
1095721,1141233,346089,,0
1095722,1141233,346090,,0
1095723,1141233,346091,,0
1095724,1141233,346092,,0
1095725,1141234,345746,,0
1095726,1141235,345827,,0
1095727,1141236,346124,,0
1095728,1141236,346125,,0
1095729,1141236,346126,,0
1095730,1141238,346119,,0
1095731,1141238,346120,,0
1095732,1141238,346121,,0
1095733,1141238,346122,,0
1095734,1141239,345535,,1
1095735,1141240,345536,,1
1095736,1141241,345862,,0
1095737,1141242,345537,,1
1095738,1141243,346115,,0
1095739,1141243,346116,,0
1095740,1141243,346117,,0
1095741,1141243,346118,,0
1095742,1141244,345537,,1
1095743,1141245,345273,,0
1095744,1141245,345274,,0
1095745,1141246,345530,,1
1095746,1141247,346102,,0
1095747,1141247,346103,,0
1095748,1141247,346104,,0
1095749,1141247,346105,,0
1095750,1141247,346106,,0
1095751,1141247,346107,,0
1095752,1141247,346108,,0
1095753,1141247,346109,,0
1095754,1141247,346110,,0
1095755,1141247,346111,,0
1095756,1141247,346112,,0
1095757,1141248,345531,,1
1095758,1141249,345746,,0
1095759,1141250,345532,,1
1095760,1141251,345273,,0
1095761,1141251,345274,,0
1095762,1141252,346100,,0
1095763,1141252,346101,,0
1095764,1141254,346152,,0
1095765,1141254,346153,,0
1095766,1141254,346154,,0
1095767,1141254,346155,,0
1095768,1141254,346156,,0
1095769,1141254,346157,,0
1095770,1141255,345882,,0
1095771,1141256,345863,,0
1095772,1141257,345749,,1
1095773,1141258,345749,,1
1095774,1141259,345741,,1
1095775,1141260,346158,,0
1095776,1141260,346159,,0
1095777,1141260,346160,,0
1095778,1141260,346161,,0
1095779,1141261,345741,,1
1095780,1141262,345971,,0
1095781,1141263,345864,,0
1095782,1141265,345971,,1
1095783,1141266,345971,,1
1095784,1141267,345972,,0
1095785,1141268,345972,,1
1095786,1141269,345979,,0
1095787,1141270,345979,,1
1095788,1141271,345979,,1
1095789,1141272,345977,,0
1095790,1141273,345977,,1
