"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
1204195,1252516,366571,,1
1204196,1252516,366572,,1
1204197,1252516,366573,,1
1204198,1252516,366574,,1
1204199,1252516,366575,,1
1204200,1252516,366576,,1
1204201,1252516,366577,,1
1204202,1252516,366578,,1
1204203,1252516,366579,,1
1204204,1252516,366580,,1
1204205,1252516,366581,,1
1204206,1252516,366582,,1
1204207,1252516,366583,,1
1204208,1252516,366584,,1
1204209,1252516,366585,,1
1204210,1252516,366586,,1
1204211,1252516,366587,,1
1204212,1252516,366588,,1
1204213,1252516,366589,,1
1204214,1252516,366590,,1
1204215,1252516,366591,,1
1204216,1252516,366592,,1
1204217,1252517,366340,,0
1204218,1252517,366342,,0
1204219,1252518,366337,,0
1204220,1252519,366426,,0
1204221,1252520,366725,,0
1204222,1252522,366726,,0
1204223,1252523,366728,,0
1204224,1252524,366426,,1
1204225,1252526,366725,,1
1204226,1252527,366338,,0
1204227,1252527,366339,,0
1204228,1252527,366341,,0
1204229,1252528,366566,,1
1204230,1252528,366567,,1
1204231,1252528,366568,,1
1204232,1252528,366569,,1
1204233,1252528,366570,,1
1204234,1252528,366571,,1
1204235,1252528,366572,,1
1204236,1252528,366573,,1
1204237,1252528,366574,,1
1204238,1252528,366575,,1
1204239,1252528,366576,,1
1204240,1252528,366577,,1
1204241,1252528,366578,,1
1204242,1252528,366579,,1
1204243,1252528,366580,,1
1204244,1252528,366581,,1
1204245,1252528,366582,,1
1204246,1252528,366583,,1
1204247,1252528,366584,,1
1204248,1252528,366585,,1
1204249,1252528,366586,,1
1204250,1252528,366587,,1
1204251,1252528,366588,,1
1204252,1252528,366589,,1
1204253,1252528,366590,,1
1204254,1252528,366591,,1
1204255,1252528,366592,,1
1204256,1252529,366426,,1
1204257,1252530,366730,,0
1204258,1252532,366730,,1
1204259,1252533,366730,,1
1204260,1252534,366730,,1
1204261,1252535,366566,,1
1204262,1252535,366567,,1
1204263,1252535,366568,,1
1204264,1252535,366569,,1
1204265,1252535,366570,,1
1204266,1252535,366571,,1
1204267,1252535,366572,,1
1204268,1252535,366573,,1
1204269,1252535,366574,,1
1204270,1252535,366575,,1
1204271,1252535,366576,,1
1204272,1252535,366577,,1
1204273,1252535,366578,,1
1204274,1252535,366579,,1
1204275,1252535,366580,,1
1204276,1252535,366581,,1
1204277,1252535,366582,,1
1204278,1252535,366583,,1
1204279,1252535,366584,,1
1204280,1252535,366585,,1
1204281,1252535,366586,,1
1204282,1252535,366587,,1
1204283,1252535,366588,,1
1204284,1252535,366589,,1
1204285,1252535,366590,,1
1204286,1252535,366591,,1
1204287,1252535,366592,,1
1204288,1252536,366363,,0
1204289,1252537,366337,,0
1204290,1252538,366465,,0
1204291,1252539,366338,,0
1204292,1252539,366339,,0
1204293,1252539,366341,,0
1204294,1252540,366340,,0
1204295,1252540,366342,,0
1204296,1252542,366464,,0
1204297,1252544,366465,,1
1204298,1252546,366466,,0
1204299,1252548,366566,,1
1204300,1252548,366567,,1
1204301,1252548,366568,,1
1204302,1252548,366569,,1
1204303,1252548,366570,,1
1204304,1252548,366571,,1
1204305,1252548,366572,,1
1204306,1252548,366573,,1
1204307,1252548,366574,,1
1204308,1252548,366575,,1
1204309,1252548,366576,,1
1204310,1252548,366577,,1
1204311,1252548,366578,,1
1204312,1252548,366579,,1
1204313,1252548,366580,,1
1204314,1252548,366581,,1
1204315,1252548,366582,,1
1204316,1252548,366583,,1
1204317,1252548,366584,,1
1204318,1252548,366585,,1
1204319,1252548,366586,,1
1204320,1252548,366587,,1
1204321,1252548,366588,,1
1204322,1252548,366589,,1
1204323,1252548,366590,,1
1204324,1252548,366591,,1
1204325,1252548,366592,,1
1204326,1252549,366566,,1
1204327,1252549,366567,,1
1204328,1252549,366568,,1
1204329,1252549,366569,,1
1204330,1252549,366570,,1
1204331,1252549,366571,,1
1204332,1252549,366572,,1
1204333,1252549,366573,,1
1204334,1252549,366574,,1
1204335,1252549,366575,,1
1204336,1252549,366576,,1
1204337,1252549,366577,,1
1204338,1252549,366578,,1
1204339,1252549,366579,,1
1204340,1252549,366580,,1
1204341,1252549,366581,,1
1204342,1252549,366582,,1
1204343,1252549,366583,,1
1204344,1252549,366584,,1
1204345,1252549,366585,,1
1204346,1252549,366586,,1
1204347,1252549,366587,,1
1204348,1252549,366588,,1
1204349,1252549,366589,,1
1204350,1252549,366590,,1
1204351,1252549,366591,,1
1204352,1252549,366592,,1
1204353,1252550,366466,,1
1204354,1252552,366465,,1
1204355,1252553,366520,,0
1204356,1252553,366537,,0
1204357,1252554,366525,,0
1204358,1252554,366530,,0
1204359,1252554,366542,,0
1204360,1252558,366751,,0
1204361,1252559,366464,,1
1204362,1252565,366466,,1
1204363,1252566,366381,,0
1204364,1252568,366380,,0
1204365,1252569,366382,,0
1204366,1252569,366384,,0
1204367,1252571,366466,,1
1204368,1252573,366566,,1
1204369,1252573,366567,,1
1204370,1252573,366568,,1
1204371,1252573,366569,,1
1204372,1252573,366570,,1
1204373,1252573,366571,,1
1204374,1252573,366572,,1
1204375,1252573,366573,,1
1204376,1252573,366574,,1
1204377,1252573,366575,,1
1204378,1252573,366576,,1
1204379,1252573,366577,,1
1204380,1252573,366578,,1
1204381,1252573,366579,,1
1204382,1252573,366580,,1
1204383,1252573,366581,,1
1204384,1252573,366582,,1
1204385,1252573,366583,,1
1204386,1252573,366584,,1
1204387,1252573,366585,,1
1204388,1252573,366586,,1
1204389,1252573,366587,,1
1204390,1252573,366588,,1
1204391,1252573,366589,,1
1204392,1252573,366590,,1
1204393,1252573,366591,,1
1204394,1252573,366592,,1
1204395,1252574,366464,,1
1204396,1252575,366752,,0
1204397,1252578,366465,,1
1204398,1252579,366465,,1
1204399,1252582,366464,,1
1204400,1252585,366463,,0
1204401,1252587,366566,,1
1204402,1252587,366567,,1
1204403,1252587,366568,,1
1204404,1252587,366569,,1
1204405,1252587,366570,,1
1204406,1252587,366571,,1
1204407,1252587,366572,,1
1204408,1252587,366573,,1
1204409,1252587,366574,,1
1204410,1252587,366575,,1
1204411,1252587,366576,,1
1204412,1252587,366577,,1
1204413,1252587,366578,,1
1204414,1252587,366579,,1
1204415,1252587,366580,,1
1204416,1252587,366581,,1
1204417,1252587,366582,,1
1204418,1252587,366583,,1
1204419,1252587,366584,,1
1204420,1252587,366585,,1
1204421,1252587,366586,,1
1204422,1252587,366587,,1
1204423,1252587,366588,,1
1204424,1252587,366589,,1
1204425,1252587,366590,,1
1204426,1252587,366591,,1
1204427,1252587,366592,,1
1204428,1252588,366462,,0
1204429,1252590,366462,,1
1204430,1252592,366753,,0
1204431,1252593,366566,,1
1204432,1252593,366567,,1
1204433,1252593,366568,,1
1204434,1252593,366569,,1
1204435,1252593,366570,,1
1204436,1252593,366571,,1
1204437,1252593,366572,,1
1204438,1252593,366573,,1
1204439,1252593,366574,,1
1204440,1252593,366575,,1
1204441,1252593,366576,,1
1204442,1252593,366577,,1
1204443,1252593,366578,,1
1204444,1252593,366579,,1
1204445,1252593,366580,,1
1204446,1252593,366581,,1
1204447,1252593,366582,,1
1204448,1252593,366583,,1
1204449,1252593,366584,,1
1204450,1252593,366585,,1
1204451,1252593,366586,,1
1204452,1252593,366587,,1
1204453,1252593,366588,,1
1204454,1252593,366589,,1
1204455,1252593,366590,,1
1204456,1252593,366591,,1
1204457,1252593,366592,,1
1204458,1252594,366754,,0
1204459,1252596,366368,,0
1204460,1252597,366740,,0
1204461,1252598,366566,,1
1204462,1252598,366567,,1
1204463,1252598,366568,,1
1204464,1252598,366569,,1
1204465,1252598,366570,,1
1204466,1252598,366571,,1
1204467,1252598,366572,,1
1204468,1252598,366573,,1
1204469,1252598,366574,,1
1204470,1252598,366575,,1
1204471,1252598,366576,,1
1204472,1252598,366577,,1
1204473,1252598,366578,,1
1204474,1252598,366579,,1
1204475,1252598,366580,,1
1204476,1252598,366581,,1
1204477,1252598,366582,,1
1204478,1252598,366583,,1
1204479,1252598,366584,,1
1204480,1252598,366585,,1
1204481,1252598,366586,,1
1204482,1252598,366587,,1
1204483,1252598,366588,,1
1204484,1252598,366589,,1
1204485,1252598,366590,,1
1204486,1252598,366591,,1
1204487,1252598,366592,,1
1204488,1252599,366756,,0
1204489,1252600,366757,,0
1204490,1252601,366758,,0
1204491,1252602,366555,,0
1204492,1252603,366761,,0
1204493,1252604,366760,,0
1204494,1252605,366185,,0
1204495,1252606,366759,,0
1204496,1252607,366185,,1
1204497,1252608,366185,,1
1204498,1252612,366485,,0
1204499,1252612,366497,,0
1204500,1252613,366484,,0
1204501,1252613,366496,,0
1204502,1252615,366372,,0
1204503,1252619,366500,,0
1204504,1252619,366511,,0
1204505,1252620,366369,,0
1204506,1252621,365903,,0
1204507,1252624,366653,,0
1204508,1252626,366653,,1
1204509,1252628,366653,,1
1204510,1252629,366653,,1
1204511,1252633,366359,,0
1204512,1252635,366571,,0
1204513,1252636,365985,,0
1204514,1252636,365986,,0
1204515,1252636,365987,,0
1204516,1252636,365999,,0
1204517,1252636,366000,,0
1204518,1252636,366001,,0
1204519,1252637,365988,,0
1204520,1252637,366002,,0
1204521,1252638,365989,,0
1204522,1252638,365990,,0
1204523,1252638,365991,,0
1204524,1252638,365992,,0
1204525,1252638,366003,,0
1204526,1252638,366004,,0
1204527,1252639,365993,,0
1204528,1252639,365994,,0
1204529,1252639,365995,,0
1204530,1252639,365996,,0
1204531,1252639,365997,,0
1204532,1252639,365998,,0
1204533,1252639,366005,,0
1204534,1252639,366006,,0
1204535,1252639,366007,,0
1204536,1252644,366616,,0
1204537,1252646,366617,,0
1204538,1252647,366605,,0
1204539,1252648,366619,,0
1204540,1252649,366600,,1
1204541,1252649,366601,,1
1204542,1252649,366603,,1
1204543,1252650,366333,,0
1204544,1252651,366568,,0
1204545,1252651,366570,,0
1204546,1252651,366586,,0
1204547,1252652,366654,,0
1204548,1252654,366654,,1
1204549,1252656,366654,,1
1204550,1252659,366633,,0
1204551,1252660,366654,,1
1204552,1252661,366618,,0
1204553,1252662,366461,,0
1204554,1252663,366372,,0
1204555,1252665,366623,,0
1204556,1252665,366624,,0
1204557,1252665,366625,,0
1204558,1252665,366626,,0
1204559,1252665,366627,,0
1204560,1252665,366628,,0
1204561,1252665,366629,,0
1204562,1252665,366630,,0
1204563,1252665,366631,,0
1204564,1252665,366632,,0
1204565,1252665,366633,,0
1204566,1252665,366634,,0
1204567,1252665,366635,,0
1204568,1252665,366636,,0
1204569,1252665,366637,,0
1204570,1252666,366462,,1
1204571,1252668,366358,,0
1204572,1252670,366461,,1
1204573,1252673,366620,,0
1204574,1252674,366461,,1
1204575,1252676,366463,,1
1204576,1252678,366462,,1
1204577,1252679,366336,,0
1204578,1252681,366623,,1
1204579,1252681,366624,,1
1204580,1252681,366625,,1
1204581,1252681,366626,,1
1204582,1252681,366627,,1
1204583,1252681,366628,,1
1204584,1252681,366629,,1
1204585,1252681,366630,,1
1204586,1252681,366631,,1
1204587,1252681,366632,,1
1204588,1252681,366633,,1
1204589,1252681,366634,,1
1204590,1252681,366635,,1
1204591,1252681,366636,,1
1204592,1252681,366637,,1
1204593,1252683,366463,,1
1204594,1252685,366634,,0
1204595,1252686,366463,,1
1204596,1252687,366461,,1
1204597,1252689,366635,,0
1204598,1252690,366623,,1
1204599,1252690,366624,,1
1204600,1252690,366625,,1
1204601,1252690,366626,,1
1204602,1252690,366627,,1
1204603,1252690,366628,,1
1204604,1252690,366629,,1
1204605,1252690,366630,,1
1204606,1252690,366631,,1
1204607,1252690,366632,,1
1204608,1252690,366633,,1
1204609,1252690,366634,,1
1204610,1252690,366635,,1
1204611,1252690,366636,,1
1204612,1252690,366637,,1
1204613,1252693,366579,,0
1204614,1252694,366535,,0
1204615,1252694,366545,,0
1204616,1252695,366636,,0
1204617,1252696,366623,,1
1204618,1252696,366624,,1
1204619,1252696,366625,,1
1204620,1252696,366626,,1
1204621,1252696,366627,,1
1204622,1252696,366628,,1
1204623,1252696,366629,,1
1204624,1252696,366630,,1
1204625,1252696,366631,,1
1204626,1252696,366632,,1
1204627,1252696,366633,,1
1204628,1252696,366634,,1
1204629,1252696,366635,,1
1204630,1252696,366636,,1
1204631,1252696,366637,,1
1204632,1252697,366486,,0
1204633,1252697,366498,,0
1204634,1252700,366637,,0
1204635,1252701,366345,,0
1204636,1252702,366621,,0
1204637,1252703,366460,,0
1204638,1252704,366580,,0
1204639,1252707,366460,,1
1204640,1252709,365856,,0
1204641,1252709,365861,,0
1204642,1252710,365857,,0
1204643,1252710,365858,,0
1204644,1252710,365859,,0
1204645,1252710,365860,,0
1204646,1252710,365862,,0
1204647,1252711,366403,,0
1204648,1252711,366407,,0
1204649,1252712,366623,,1
1204650,1252712,366624,,1
1204651,1252712,366625,,1
1204652,1252712,366626,,1
1204653,1252712,366627,,1
1204654,1252712,366628,,1
1204655,1252712,366629,,1
1204656,1252712,366630,,1
1204657,1252712,366631,,1
1204658,1252712,366632,,1
1204659,1252712,366633,,1
1204660,1252712,366634,,1
1204661,1252712,366635,,1
1204662,1252712,366636,,1
1204663,1252712,366637,,1
1204664,1252713,366623,,1
1204665,1252713,366624,,1
1204666,1252713,366625,,1
1204667,1252713,366626,,1
1204668,1252713,366627,,1
1204669,1252713,366628,,1
1204670,1252713,366629,,1
1204671,1252713,366630,,1
1204672,1252713,366631,,1
1204673,1252713,366632,,1
1204674,1252713,366633,,1
1204675,1252713,366634,,1
1204676,1252713,366635,,1
1204677,1252713,366636,,1
1204678,1252713,366637,,1
1204679,1252715,366425,,0
1204680,1252716,366758,,0
1204681,1252718,366323,,0
1204682,1252718,366324,,0
1204683,1252720,366623,,1
1204684,1252720,366624,,1
1204685,1252720,366625,,1
1204686,1252720,366626,,1
1204687,1252720,366627,,1
1204688,1252720,366628,,1
1204689,1252720,366629,,1
1204690,1252720,366630,,1
1204691,1252720,366631,,1
1204692,1252720,366632,,1
1204693,1252720,366633,,1
1204694,1252720,366634,,1
1204695,1252720,366635,,1
1204696,1252720,366636,,1
1204697,1252720,366637,,1
1204698,1252723,366457,,0
1204699,1252726,366437,,0
1204700,1252744,366457,,1
1204701,1252747,366335,,0
1204702,1252756,366764,,0
1204703,1252762,366336,,0
1204704,1252763,366623,,1
1204705,1252763,366624,,1
1204706,1252763,366625,,1
1204707,1252763,366626,,1
1204708,1252763,366627,,1
1204709,1252763,366628,,1
1204710,1252763,366629,,1
1204711,1252763,366630,,1
1204712,1252763,366631,,1
1204713,1252763,366632,,1
1204714,1252763,366633,,1
1204715,1252763,366634,,1
1204716,1252763,366635,,1
1204717,1252763,366636,,1
1204718,1252763,366637,,1
1204719,1252764,366383,,0
1204720,1252764,366385,,0
1204721,1252765,366379,,0
1204722,1252766,366458,,0
1204723,1252767,365824,,0
1204724,1252769,365825,,0
1204725,1252769,365826,,0
1204726,1252769,365827,,0
1204727,1252769,365828,,0
1204728,1252769,365829,,0
1204729,1252770,366458,,1
1204730,1252772,366459,,0
1204731,1252774,366459,,1
1204732,1252777,366458,,1
1204733,1252778,366323,,0
1204734,1252778,366324,,0
1204735,1252779,366459,,1
1204736,1252781,366458,,1
1204737,1252783,366732,,0
1204738,1252783,366733,,0
1204739,1252783,366734,,0
1204740,1252783,366735,,0
1204741,1252783,366736,,0
1204742,1252783,366737,,0
1204743,1252783,366738,,0
1204744,1252783,366739,,0
1204745,1252783,366740,,0
1204746,1252783,366741,,0
1204747,1252783,366742,,0
1204748,1252783,366743,,0
1204749,1252783,366744,,0
1204750,1252783,366745,,0
1204751,1252783,366746,,0
1204752,1252783,366747,,0
1204753,1252783,366748,,0
1204754,1252783,366749,,0
1204755,1252783,366750,,0
1204756,1252783,366751,,0
1204757,1252783,366752,,0
1204758,1252783,366753,,0
1204759,1252783,366754,,0
1204760,1252783,366755,,0
1204761,1252783,366756,,0
1204762,1252783,366757,,0
1204763,1252783,366758,,0
1204764,1252783,366759,,0
1204765,1252783,366760,,0
1204766,1252783,366761,,0
1204767,1252784,366438,,0
1204768,1252785,366453,,0
1204769,1252789,366455,,0
1204770,1252790,366454,,0
1204771,1252791,366454,,1
1204772,1252794,366732,,1
1204773,1252794,366733,,1
1204774,1252794,366734,,1
1204775,1252794,366735,,1
1204776,1252794,366736,,1
1204777,1252794,366737,,1
1204778,1252794,366738,,1
1204779,1252794,366739,,1
1204780,1252794,366740,,1
1204781,1252794,366741,,1
1204782,1252794,366742,,1
1204783,1252794,366743,,1
1204784,1252794,366744,,1
1204785,1252794,366745,,1
1204786,1252794,366746,,1
1204787,1252794,366747,,1
1204788,1252794,366748,,1
1204789,1252794,366749,,1
1204790,1252794,366750,,1
1204791,1252794,366751,,1
1204792,1252794,366752,,1
1204793,1252794,366753,,1
1204794,1252794,366754,,1
1204795,1252794,366755,,1
1204796,1252794,366756,,1
1204797,1252794,366757,,1
1204798,1252794,366758,,1
1204799,1252794,366759,,1
1204800,1252794,366760,,1
1204801,1252794,366761,,1
1204802,1252796,366379,,0
1204803,1252797,366455,,1
1204804,1252798,366380,,0
1204805,1252799,366381,,0
1204806,1252801,366382,,0
1204807,1252801,366384,,0
1204808,1252802,366383,,0
1204809,1252802,366385,,0
1204810,1252803,366440,,0
1204811,1252804,366455,,1
1204812,1252807,366376,,0
1204813,1252808,366453,,1
1204814,1252810,366454,,1
1204815,1252812,366454,,1
1204816,1252814,366453,,1
1204817,1252816,366453,,1
1204818,1252819,366517,,0
1204819,1252822,366455,,1
1204820,1252823,366051,,0
1204821,1252823,366052,,0
1204822,1252823,366054,,0
1204823,1252824,366459,,1
1204824,1252827,366460,,1
1204825,1252831,366732,,1
1204826,1252831,366733,,1
1204827,1252831,366734,,1
1204828,1252831,366735,,1
1204829,1252831,366736,,1
1204830,1252831,366737,,1
1204831,1252831,366738,,1
1204832,1252831,366739,,1
1204833,1252831,366740,,1
1204834,1252831,366741,,1
1204835,1252831,366742,,1
1204836,1252831,366743,,1
1204837,1252831,366744,,1
1204838,1252831,366745,,1
1204839,1252831,366746,,1
1204840,1252831,366747,,1
1204841,1252831,366748,,1
1204842,1252831,366749,,1
1204843,1252831,366750,,1
1204844,1252831,366751,,1
1204845,1252831,366752,,1
1204846,1252831,366753,,1
1204847,1252831,366754,,1
1204848,1252831,366755,,1
1204849,1252831,366756,,1
1204850,1252831,366757,,1
1204851,1252831,366758,,1
1204852,1252831,366759,,1
1204853,1252831,366760,,1
1204854,1252831,366761,,1
1204855,1252832,366460,,1
1204856,1252834,366438,,0
1204857,1252835,366460,,1
1204858,1252839,366460,,1
1204859,1252840,366456,,0
1204860,1252842,366457,,1
1204861,1252844,366432,,0
1204862,1252845,366457,,1
1204863,1252847,366457,,1
1204864,1252849,366732,,1
1204865,1252849,366733,,1
1204866,1252849,366734,,1
1204867,1252849,366735,,1
1204868,1252849,366736,,1
1204869,1252849,366737,,1
1204870,1252849,366738,,1
1204871,1252849,366739,,1
1204872,1252849,366740,,1
1204873,1252849,366741,,1
1204874,1252849,366742,,1
1204875,1252849,366743,,1
1204876,1252849,366744,,1
1204877,1252849,366745,,1
1204878,1252849,366746,,1
1204879,1252849,366747,,1
1204880,1252849,366748,,1
1204881,1252849,366749,,1
1204882,1252849,366750,,1
1204883,1252849,366751,,1
1204884,1252849,366752,,1
1204885,1252849,366753,,1
1204886,1252849,366754,,1
1204887,1252849,366755,,1
1204888,1252849,366756,,1
1204889,1252849,366757,,1
1204890,1252849,366758,,1
1204891,1252849,366759,,1
1204892,1252849,366760,,1
1204893,1252849,366761,,1
1204894,1252850,366428,,0
1204895,1252851,366456,,1
1204896,1252853,366456,,1
1204897,1252855,366456,,1
1204898,1252857,366440,,0
1204899,1252858,366457,,1
1204900,1252860,366605,,0
1204901,1252861,366732,,1
1204902,1252861,366733,,1
1204903,1252861,366734,,1
1204904,1252861,366735,,1
1204905,1252861,366736,,1
1204906,1252861,366737,,1
1204907,1252861,366738,,1
1204908,1252861,366739,,1
1204909,1252861,366740,,1
1204910,1252861,366741,,1
1204911,1252861,366742,,1
1204912,1252861,366743,,1
1204913,1252861,366744,,1
1204914,1252861,366745,,1
1204915,1252861,366746,,1
1204916,1252861,366747,,1
1204917,1252861,366748,,1
1204918,1252861,366749,,1
1204919,1252861,366750,,1
1204920,1252861,366751,,1
1204921,1252861,366752,,1
1204922,1252861,366753,,1
1204923,1252861,366754,,1
1204924,1252861,366755,,1
1204925,1252861,366756,,1
1204926,1252861,366757,,1
1204927,1252861,366758,,1
1204928,1252861,366759,,1
1204929,1252861,366760,,1
1204930,1252861,366761,,1
1204931,1252862,366326,,0
1204932,1252862,366329,,0
1204933,1252864,366327,,0
1204934,1252864,366330,,0
1204935,1252865,366452,,0
1204936,1252867,366448,,0
1204937,1252868,366622,,0
1204938,1252870,366755,,0
1204939,1252871,366450,,0
1204940,1252872,366732,,1
1204941,1252872,366733,,1
1204942,1252872,366734,,1
1204943,1252872,366735,,1
1204944,1252872,366736,,1
1204945,1252872,366737,,1
1204946,1252872,366738,,1
1204947,1252872,366739,,1
1204948,1252872,366740,,1
1204949,1252872,366741,,1
1204950,1252872,366742,,1
1204951,1252872,366743,,1
1204952,1252872,366744,,1
1204953,1252872,366745,,1
1204954,1252872,366746,,1
1204955,1252872,366747,,1
1204956,1252872,366748,,1
1204957,1252872,366749,,1
1204958,1252872,366750,,1
1204959,1252872,366751,,1
1204960,1252872,366752,,1
1204961,1252872,366753,,1
1204962,1252872,366754,,1
1204963,1252872,366755,,1
1204964,1252872,366756,,1
1204965,1252872,366757,,1
1204966,1252872,366758,,1
1204967,1252872,366759,,1
1204968,1252872,366760,,1
1204969,1252872,366761,,1
1204970,1252873,366532,,0
1204971,1252876,366732,,1
1204972,1252876,366733,,1
1204973,1252876,366734,,1
1204974,1252876,366735,,1
1204975,1252876,366736,,1
1204976,1252876,366737,,1
1204977,1252876,366738,,1
1204978,1252876,366739,,1
1204979,1252876,366740,,1
1204980,1252876,366741,,1
1204981,1252876,366742,,1
1204982,1252876,366743,,1
1204983,1252876,366744,,1
1204984,1252876,366745,,1
1204985,1252876,366746,,1
1204986,1252876,366747,,1
1204987,1252876,366748,,1
1204988,1252876,366749,,1
1204989,1252876,366750,,1
1204990,1252876,366751,,1
1204991,1252876,366752,,1
1204992,1252876,366753,,1
1204993,1252876,366754,,1
1204994,1252876,366755,,1
1204995,1252876,366756,,1
1204996,1252876,366757,,1
1204997,1252876,366758,,1
1204998,1252876,366759,,1
1204999,1252876,366760,,1
1205000,1252876,366761,,1
1205001,1252877,366450,,1
1205002,1252878,366437,,0
1205003,1252880,366446,,0
1205004,1252883,366433,,0
1205005,1252885,366325,,0
1205006,1252885,366328,,0
1205007,1252887,366445,,0
1205008,1252888,366732,,1
1205009,1252888,366733,,1
1205010,1252888,366734,,1
1205011,1252888,366735,,1
1205012,1252888,366736,,1
1205013,1252888,366737,,1
1205014,1252888,366738,,1
1205015,1252888,366739,,1
1205016,1252888,366740,,1
1205017,1252888,366741,,1
1205018,1252888,366742,,1
1205019,1252888,366743,,1
1205020,1252888,366744,,1
1205021,1252888,366745,,1
1205022,1252888,366746,,1
1205023,1252888,366747,,1
1205024,1252888,366748,,1
1205025,1252888,366749,,1
1205026,1252888,366750,,1
1205027,1252888,366751,,1
1205028,1252888,366752,,1
1205029,1252888,366753,,1
1205030,1252888,366754,,1
1205031,1252888,366755,,1
1205032,1252888,366756,,1
1205033,1252888,366757,,1
1205034,1252888,366758,,1
1205035,1252888,366759,,1
1205036,1252888,366760,,1
1205037,1252888,366761,,1
1205038,1252889,366447,,0
1205039,1252890,366425,,0
1205040,1252892,366447,,1
1205041,1252894,366446,,1
1205042,1252896,366445,,1
1205043,1252900,366724,,0
1205044,1252901,366727,,0
1205045,1252902,366445,,1
1205046,1252904,366434,,0
1205047,1252905,366727,,1
1205048,1252906,366445,,1
1205049,1252909,366446,,1
1205050,1252910,366724,,1
1205051,1252911,366732,,1
1205052,1252911,366733,,1
1205053,1252911,366734,,1
1205054,1252911,366735,,1
1205055,1252911,366736,,1
1205056,1252911,366737,,1
1205057,1252911,366738,,1
1205058,1252911,366739,,1
1205059,1252911,366740,,1
1205060,1252911,366741,,1
1205061,1252911,366742,,1
1205062,1252911,366743,,1
1205063,1252911,366744,,1
1205064,1252911,366745,,1
1205065,1252911,366746,,1
1205066,1252911,366747,,1
1205067,1252911,366748,,1
1205068,1252911,366749,,1
1205069,1252911,366750,,1
1205070,1252911,366751,,1
1205071,1252911,366752,,1
1205072,1252911,366753,,1
1205073,1252911,366754,,1
1205074,1252911,366755,,1
1205075,1252911,366756,,1
1205076,1252911,366757,,1
1205077,1252911,366758,,1
1205078,1252911,366759,,1
1205079,1252911,366760,,1
1205080,1252911,366761,,1
1205081,1252912,366446,,1
1205082,1252915,366500,,0
1205083,1252915,366511,,0
1205084,1252916,366724,,1
1205085,1252917,366450,,1
1205086,1252920,366450,,1
1205087,1252922,366724,,1
1205088,1252923,366447,,1
1205089,1252924,366727,,1
1205090,1252926,366447,,1
1205091,1252927,366727,,1
1205092,1252929,366422,,0
1205093,1252930,366451,,0
1205094,1252932,366536,,0
1205095,1252933,366722,,1
1205096,1252934,366451,,1
1205097,1252935,366531,,0
1205098,1252937,366722,,1
1205099,1252938,366732,,1
1205100,1252938,366733,,1
1205101,1252938,366734,,1
1205102,1252938,366735,,1
1205103,1252938,366736,,1
1205104,1252938,366737,,1
1205105,1252938,366738,,1
1205106,1252938,366739,,1
1205107,1252938,366740,,1
1205108,1252938,366741,,1
1205109,1252938,366742,,1
1205110,1252938,366743,,1
1205111,1252938,366744,,1
1205112,1252938,366745,,1
1205113,1252938,366746,,1
1205114,1252938,366747,,1
1205115,1252938,366748,,1
1205116,1252938,366749,,1
1205117,1252938,366750,,1
1205118,1252938,366751,,1
1205119,1252938,366752,,1
1205120,1252938,366753,,1
1205121,1252938,366754,,1
1205122,1252938,366755,,1
1205123,1252938,366756,,1
1205124,1252938,366757,,1
1205125,1252938,366758,,1
1205126,1252938,366759,,1
1205127,1252938,366760,,1
1205128,1252938,366761,,1
1205129,1252939,366722,,1
1205130,1252940,366722,,1
1205131,1252941,366452,,1
1205132,1252944,366732,,1
1205133,1252944,366733,,1
1205134,1252944,366734,,1
1205135,1252944,366735,,1
1205136,1252944,366736,,1
1205137,1252944,366737,,1
1205138,1252944,366738,,1
1205139,1252944,366739,,1
1205140,1252944,366740,,1
1205141,1252944,366741,,1
1205142,1252944,366742,,1
1205143,1252944,366743,,1
1205144,1252944,366744,,1
1205145,1252944,366745,,1
1205146,1252944,366746,,1
1205147,1252944,366747,,1
1205148,1252944,366748,,1
1205149,1252944,366749,,1
1205150,1252944,366750,,1
1205151,1252944,366751,,1
1205152,1252944,366752,,1
1205153,1252944,366753,,1
1205154,1252944,366754,,1
1205155,1252944,366755,,1
1205156,1252944,366756,,1
1205157,1252944,366757,,1
1205158,1252944,366758,,1
1205159,1252944,366759,,1
1205160,1252944,366760,,1
1205161,1252944,366761,,1
1205162,1252945,366452,,1
1205163,1252946,366731,,0
1205164,1252947,366731,,1
1205165,1252948,366433,,0
1205166,1252949,366449,,0
1205167,1252951,366731,,1
1205168,1252952,366731,,1
1205169,1252953,366729,,0
1205170,1252954,366434,,0
1205171,1252955,366725,,1
1205172,1252956,366449,,1
1205173,1252957,366728,,1
1205174,1252959,366732,,1
1205175,1252959,366733,,1
1205176,1252959,366734,,1
1205177,1252959,366735,,1
1205178,1252959,366736,,1
1205179,1252959,366737,,1
1205180,1252959,366738,,1
1205181,1252959,366739,,1
1205182,1252959,366740,,1
1205183,1252959,366741,,1
1205184,1252959,366742,,1
1205185,1252959,366743,,1
1205186,1252959,366744,,1
1205187,1252959,366745,,1
1205188,1252959,366746,,1
1205189,1252959,366747,,1
1205190,1252959,366748,,1
1205191,1252959,366749,,1
